,Lat,Long,,Population,
[,49.164348,-123.151243,"""",69,"""]"
[,49.164348,-123.151243,"""",85,"""]"
[,49.163091,-123.153137,"""",131,"""]"
[,49.163091,-123.153137,"""",192,"""]"
[,49.163091,-123.153137,"""",165,"""]"
[,49.161738,-123.15328,"""",243,"""]"
[,49.161738,-123.15328,"""",563,"""]"
[,49.159698,-123.151671,"""",151,"""]"
[,49.159698,-123.151671,"""",109,"""]"
[,49.159698,-123.151671,"""",135,"""]"
[,49.159698,-123.151671,"""",143,"""]"
[,49.159747,-123.157224,"""",353,"""]"
[,49.159747,-123.157224,"""",131,"""]"
[,49.156926,-123.152482,"""",125,"""]"
[,49.156926,-123.152482,"""",343,"""]"
[,49.151828,-123.148868,"""",288,"""]"
[,49.151828,-123.148868,"""",314,"""]"
[,49.149535,-123.15601,"""",186,"""]"
[,49.149535,-123.15601,"""",311,"""]"
[,49.149535,-123.15601,"""",140,"""]"
[,49.147536,-123.153382,"""",620,"""]"
[,49.145028,-123.151612,"""",435,"""]"
[,49.145028,-123.151612,"""",160,"""]"
[,49.144694,-123.158291,"""",103,"""]"
[,49.144694,-123.158291,"""",195,"""]"
[,49.144694,-123.158291,"""",297,"""]"
[,49.142558,-123.153863,"""",925,"""]"
[,49.142558,-123.153863,"""",235,"""]"
[,49.14175,-123.161315,"""",172,"""]"
[,49.14175,-123.161315,"""",388,"""]"
[,49.137823,-123.159776,"""",369,"""]"
[,49.137823,-123.159776,"""",168,"""]"
[,49.139982,-123.156569,"""",290,"""]"
[,49.139982,-123.156569,"""",154,"""]"
[,49.13444,-123.150412,"""",1299,"""]"
[,49.13444,-123.150412,"""",193,"""]"
[,49.13444,-123.150412,"""",126,"""]"
[,49.133989,-123.156023,"""",264,"""]"
[,49.133989,-123.156023,"""",74,"""]"
[,49.133972,-123.160046,"""",453,"""]"
[,49.136567,-123.161835,"""",114,"""]"
[,49.136567,-123.161835,"""",131,"""]"
[,49.136567,-123.161835,"""",199,"""]"
[,49.137234,-123.164728,"""",532,"""]"
[,49.134951,-123.16652,"""",242,"""]"
[,49.134132,-123.166449,"""",0,"""]"
[,49.134132,-123.166449,"""",370,"""]"
[,49.139724,-123.168008,"""",290,"""]"
[,49.139724,-123.168008,"""",268,"""]"
[,49.141899,-123.166469,"""",335,"""]"
[,49.141899,-123.166469,"""",38,"""]"
[,49.141899,-123.166469,"""",134,"""]"
[,49.145552,-123.165184,"""",141,"""]"
[,49.145552,-123.165184,"""",193,"""]"
[,49.145552,-123.165184,"""",72,"""]"
[,49.145552,-123.165184,"""",355,"""]"
[,49.145552,-123.165184,"""",111,"""]"
[,49.145552,-123.165184,"""",162,"""]"
[,49.147979,-123.164724,"""",602,"""]"
[,49.147979,-123.164724,"""",0,"""]"
[,49.147979,-123.164724,"""",0,"""]"
[,49.147111,-123.171947,"""",751,"""]"
[,49.149822,-123.170866,"""",255,"""]"
[,49.149822,-123.170866,"""",1029,"""]"
[,49.153687,-123.166504,"""",70,"""]"
[,49.153687,-123.166504,"""",73,"""]"
[,49.153687,-123.166504,"""",296,"""]"
[,49.153687,-123.166504,"""",194,"""]"
[,49.150943,-123.165062,"""",52,"""]"
[,49.150943,-123.165062,"""",357,"""]"
[,49.153483,-123.161841,"""",273,"""]"
[,49.153483,-123.161841,"""",74,"""]"
[,49.153483,-123.161841,"""",60,"""]"
[,49.153483,-123.161841,"""",291,"""]"
[,49.153483,-123.161841,"""",78,"""]"
[,49.149046,-123.161679,"""",58,"""]"
[,49.149046,-123.161679,"""",265,"""]"
[,49.156644,-123.163468,"""",71,"""]"
[,49.156644,-123.163468,"""",344,"""]"
[,49.156644,-123.163468,"""",96,"""]"
[,49.156644,-123.163468,"""",158,"""]"
[,49.159871,-123.160622,"""",332,"""]"
[,49.159871,-123.160622,"""",379,"""]"
[,49.160495,-123.166191,"""",149,"""]"
[,49.160495,-123.166191,"""",0,"""]"
[,49.160495,-123.166191,"""",0,"""]"
[,49.160495,-123.166191,"""",0,"""]"
[,49.160495,-123.166191,"""",1548,"""]"
[,49.163721,-123.161744,"""",0,"""]"
[,49.163721,-123.161744,"""",675,"""]"
[,49.167033,-123.160903,"""",400,"""]"
[,49.167033,-123.160903,"""",0,"""]"
[,49.167033,-123.160903,"""",355,"""]"
[,49.170921,-123.15966,"""",0,"""]"
[,49.170921,-123.15966,"""",0,"""]"
[,49.170921,-123.15966,"""",1413,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",41,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",0,"""]"
[,49.169352,-123.156544,"""",428,"""]"
[,49.168005,-123.155541,"""",103,"""]"
[,49.168005,-123.155541,"""",167,"""]"
[,49.168005,-123.155541,"""",79,"""]"
[,49.168005,-123.155541,"""",43,"""]"
[,49.172266,-123.173752,"""",264,"""]"
[,49.172266,-123.173752,"""",55,"""]"
[,49.172266,-123.173752,"""",52,"""]"
[,49.172266,-123.173752,"""",50,"""]"
[,49.172266,-123.173752,"""",51,"""]"
[,49.172266,-123.173752,"""",101,"""]"
[,49.168356,-123.178075,"""",245,"""]"
[,49.168356,-123.178075,"""",30,"""]"
[,49.168356,-123.178075,"""",212,"""]"
[,49.167337,-123.171704,"""",87,"""]"
[,49.167337,-123.171704,"""",135,"""]"
[,49.167337,-123.171704,"""",314,"""]"
[,49.164775,-123.173484,"""",120,"""]"
[,49.164775,-123.173484,"""",156,"""]"
[,49.164775,-123.173484,"""",183,"""]"
[,49.164775,-123.173484,"""",30,"""]"
[,49.164775,-123.173484,"""",138,"""]"
[,49.157519,-123.172777,"""",1087,"""]"
[,49.157519,-123.172777,"""",141,"""]"
[,49.158779,-123.170978,"""",189,"""]"
[,49.158779,-123.170978,"""",274,"""]"
[,49.158733,-123.17714,"""",211,"""]"
[,49.158733,-123.17714,"""",221,"""]"
[,49.157354,-123.179758,"""",441,"""]"
[,49.170451,-123.186547,"""",496,"""]"
[,49.172594,-123.192989,"""",115,"""]"
[,49.172594,-123.192989,"""",136,"""]"
[,49.172594,-123.192989,"""",299,"""]"
[,49.157289,-123.188661,"""",63,"""]"
[,49.157289,-123.188661,"""",42,"""]"
[,49.157289,-123.188661,"""",105,"""]"
[,49.157289,-123.188661,"""",112,"""]"
[,49.157289,-123.188661,"""",1131,"""]"
[,49.153278,-123.194096,"""",233,"""]"
[,49.153278,-123.194096,"""",148,"""]"
[,49.152901,-123.190186,"""",161,"""]"
[,49.152901,-123.190186,"""",82,"""]"
[,49.152901,-123.190186,"""",160,"""]"
[,49.152901,-123.190186,"""",54,"""]"
[,49.152901,-123.190186,"""",42,"""]"
[,49.1492,-123.189895,"""",45,"""]"
[,49.1492,-123.189895,"""",301,"""]"
[,49.1492,-123.189895,"""",90,"""]"
[,49.1492,-123.189895,"""",84,"""]"
[,49.151598,-123.186383,"""",120,"""]"
[,49.151598,-123.186383,"""",227,"""]"
[,49.151598,-123.186383,"""",141,"""]"
[,49.151598,-123.186383,"""",40,"""]"
[,49.150048,-123.182527,"""",210,"""]"
[,49.150048,-123.182527,"""",331,"""]"
[,49.148973,-123.176652,"""",72,"""]"
[,49.148973,-123.176652,"""",96,"""]"
[,49.148973,-123.176652,"""",1060,"""]"
[,49.154102,-123.178357,"""",118,"""]"
[,49.154102,-123.178357,"""",265,"""]"
[,49.153716,-123.18391,"""",342,"""]"
[,49.153716,-123.18391,"""",98,"""]"
[,49.154215,-123.174538,"""",468,"""]"
[,49.154215,-123.174538,"""",45,"""]"
[,49.144299,-123.173418,"""",92,"""]"
[,49.144299,-123.173418,"""",149,"""]"
[,49.144299,-123.173418,"""",147,"""]"
[,49.144299,-123.173418,"""",125,"""]"
[,49.141692,-123.175856,"""",749,"""]"
[,49.143011,-123.178905,"""",98,"""]"
[,49.143011,-123.178905,"""",57,"""]"
[,49.143011,-123.178905,"""",183,"""]"
[,49.146093,-123.183159,"""",82,"""]"
[,49.146093,-123.183159,"""",186,"""]"
[,49.146093,-123.183159,"""",82,"""]"
[,49.146093,-123.183159,"""",128,"""]"
[,49.142848,-123.184258,"""",172,"""]"
[,49.142848,-123.184258,"""",103,"""]"
[,49.142848,-123.184258,"""",138,"""]"
[,49.142848,-123.184258,"""",32,"""]"
[,49.14219,-123.188816,"""",178,"""]"
[,49.14219,-123.188816,"""",58,"""]"
[,49.14219,-123.188816,"""",98,"""]"
[,49.14219,-123.188816,"""",79,"""]"
[,49.139424,-123.185179,"""",407,"""]"
[,49.139424,-123.185179,"""",101,"""]"
[,49.138252,-123.189788,"""",874,"""]"
[,49.134395,-123.187814,"""",130,"""]"
[,49.134395,-123.187814,"""",373,"""]"
[,49.132157,-123.189335,"""",45,"""]"
[,49.132157,-123.189335,"""",52,"""]"
[,49.132157,-123.189335,"""",44,"""]"
[,49.132157,-123.189335,"""",105,"""]"
[,49.132157,-123.189335,"""",101,"""]"
[,49.132157,-123.189335,"""",80,"""]"
[,49.132157,-123.189335,"""",88,"""]"
[,49.132157,-123.189335,"""",107,"""]"
[,49.130783,-123.193168,"""",424,"""]"
[,49.138379,-123.192413,"""",111,"""]"
[,49.138379,-123.192413,"""",75,"""]"
[,49.138379,-123.192413,"""",86,"""]"
[,49.138379,-123.192413,"""",158,"""]"
[,49.138379,-123.192413,"""",76,"""]"
[,49.128598,-123.189227,"""",114,"""]"
[,49.128598,-123.189227,"""",102,"""]"
[,49.128598,-123.189227,"""",101,"""]"
[,49.128598,-123.189227,"""",41,"""]"
[,49.128598,-123.189227,"""",79,"""]"
[,49.128598,-123.189227,"""",52,"""]"
[,49.128598,-123.189227,"""",30,"""]"
[,49.128598,-123.189227,"""",124,"""]"
[,49.127552,-123.183773,"""",43,"""]"
[,49.127552,-123.183773,"""",25,"""]"
[,49.127552,-123.183773,"""",63,"""]"
[,49.127552,-123.183773,"""",38,"""]"
[,49.127552,-123.183773,"""",108,"""]"
[,49.127552,-123.183773,"""",103,"""]"
[,49.127552,-123.183773,"""",10,"""]"
[,49.127552,-123.183773,"""",45,"""]"
[,49.127552,-123.183773,"""",10,"""]"
[,49.127552,-123.183773,"""",30,"""]"
[,49.127552,-123.183773,"""",15,"""]"
[,49.130162,-123.185095,"""",109,"""]"
[,49.130162,-123.185095,"""",103,"""]"
[,49.130162,-123.185095,"""",37,"""]"
[,49.130162,-123.185095,"""",56,"""]"
[,49.130162,-123.185095,"""",98,"""]"
[,49.130162,-123.185095,"""",98,"""]"
[,49.130162,-123.185095,"""",0,"""]"
[,49.132523,-123.18326,"""",58,"""]"
[,49.132523,-123.18326,"""",53,"""]"
[,49.132523,-123.18326,"""",371,"""]"
[,49.134823,-123.182195,"""",179,"""]"
[,49.134823,-123.182195,"""",41,"""]"
[,49.134823,-123.182195,"""",108,"""]"
[,49.134823,-123.182195,"""",115,"""]"
[,49.134823,-123.182195,"""",175,"""]"
[,49.132612,-123.175322,"""",1234,"""]"
[,49.134851,-123.174895,"""",212,"""]"
[,49.134851,-123.174895,"""",225,"""]"
[,49.136792,-123.175146,"""",323,"""]"
[,49.136792,-123.175146,"""",63,"""]"
[,49.136792,-123.175146,"""",122,"""]"
[,49.134203,-123.172192,"""",793,"""]"
[,49.139211,-123.17354,"""",270,"""]"
[,49.139211,-123.17354,"""",179,"""]"
[,49.139211,-123.17354,"""",81,"""]"
[,49.138907,-123.181052,"""",416,"""]"
[,49.138907,-123.181052,"""",591,"""]"
[,49.130637,-123.175612,"""",727,"""]"
[,49.130637,-123.175612,"""",138,"""]"
[,49.122782,-123.165683,"""",0,"""]"
[,49.122782,-123.165683,"""",366,"""]"
[,49.122782,-123.165683,"""",75,"""]"
[,49.122232,-123.168169,"""",749,"""]"
[,49.126342,-123.163814,"""",30,"""]"
[,49.126342,-123.163814,"""",634,"""]"
[,49.126342,-123.163814,"""",188,"""]"
[,49.130439,-123.159087,"""",414,"""]"
[,49.130439,-123.159087,"""",100,"""]"
[,49.129793,-123.163702,"""",145,"""]"
[,49.129793,-123.163702,"""",547,"""]"
[,49.12711,-123.167944,"""",0,"""]"
[,49.12711,-123.167944,"""",174,"""]"
[,49.12711,-123.167944,"""",81,"""]"
[,49.12711,-123.167944,"""",111,"""]"
[,49.12711,-123.167944,"""",109,"""]"
[,49.134761,-123.140103,"""",323,"""]"
[,49.134761,-123.140103,"""",385,"""]"
[,49.135265,-123.145555,"""",59,"""]"
[,49.135265,-123.145555,"""",192,"""]"
[,49.135265,-123.145555,"""",332,"""]"
[,49.138155,-123.141015,"""",484,"""]"
[,49.138155,-123.141015,"""",45,"""]"
[,49.140184,-123.143676,"""",196,"""]"
[,49.140184,-123.143676,"""",169,"""]"
[,49.140184,-123.143676,"""",83,"""]"
[,49.142629,-123.142543,"""",106,"""]"
[,49.142629,-123.142543,"""",127,"""]"
[,49.142629,-123.142543,"""",196,"""]"
[,49.143254,-123.138247,"""",402,"""]"
[,49.143254,-123.138247,"""",46,"""]"
[,49.143254,-123.138247,"""",34,"""]"
[,49.145936,-123.141656,"""",91,"""]"
[,49.145936,-123.141656,"""",101,"""]"
[,49.145936,-123.141656,"""",52,"""]"
[,49.145936,-123.141656,"""",50,"""]"
[,49.147566,-123.142304,"""",870,"""]"
[,49.143326,-123.146083,"""",66,"""]"
[,49.143326,-123.146083,"""",58,"""]"
[,49.143326,-123.146083,"""",0,"""]"
[,49.143326,-123.146083,"""",230,"""]"
[,49.143326,-123.146083,"""",77,"""]"
[,49.143326,-123.146083,"""",0,"""]"
[,49.149667,-123.144114,"""",90,"""]"
[,49.149667,-123.144114,"""",77,"""]"
[,49.149667,-123.144114,"""",253,"""]"
[,49.149667,-123.144114,"""",172,"""]"
[,49.149667,-123.144114,"""",75,"""]"
[,49.150098,-123.139313,"""",583,"""]"
[,49.154554,-123.143083,"""",505,"""]"
[,49.154554,-123.143083,"""",44,"""]"
[,49.154554,-123.143083,"""",161,"""]"
[,49.154554,-123.143083,"""",51,"""]"
[,49.154081,-123.135464,"""",368,"""]"
[,49.154081,-123.135464,"""",164,"""]"
[,49.154081,-123.135464,"""",74,"""]"
[,49.154081,-123.135464,"""",132,"""]"
[,49.156479,-123.133794,"""",1645,"""]"
[,49.158297,-123.133778,"""",854,"""]"
[,49.160067,-123.133795,"""",1124,"""]"
[,49.161794,-123.133704,"""",0,"""]"
[,49.161794,-123.133704,"""",843,"""]"
[,49.163765,-123.132781,"""",37,"""]"
[,49.163765,-123.132781,"""",0,"""]"
[,49.163765,-123.132781,"""",596,"""]"
[,49.165283,-123.128012,"""",223,"""]"
[,49.165283,-123.128012,"""",397,"""]"
[,49.165283,-123.128012,"""",390,"""]"
[,49.167568,-123.128958,"""",164,"""]"
[,49.167568,-123.128958,"""",73,"""]"
[,49.167568,-123.128958,"""",330,"""]"
[,49.166932,-123.126216,"""",820,"""]"
[,49.163867,-123.126099,"""",672,"""]"
[,49.161816,-123.128119,"""",0,"""]"
[,49.161816,-123.128119,"""",1553,"""]"
[,49.16001,-123.128177,"""",1046,"""]"
[,49.158252,-123.128179,"""",1174,"""]"
[,49.15642,-123.128149,"""",1635,"""]"
[,49.153418,-123.128155,"""",542,"""]"
[,49.153571,-123.121679,"""",0,"""]"
[,49.153571,-123.121679,"""",262,"""]"
[,49.153571,-123.121679,"""",217,"""]"
[,49.153571,-123.121679,"""",215,"""]"
[,49.150102,-123.12263,"""",187,"""]"
[,49.150102,-123.12263,"""",182,"""]"
[,49.150102,-123.12263,"""",122,"""]"
[,49.150102,-123.12263,"""",189,"""]"
[,49.149634,-123.116886,"""",578,"""]"
[,49.149634,-123.116886,"""",132,"""]"
[,49.147345,-123.117124,"""",229,"""]"
[,49.147345,-123.117124,"""",117,"""]"
[,49.145328,-123.119527,"""",780,"""]"
[,49.146845,-123.123345,"""",291,"""]"
[,49.146845,-123.123345,"""",99,"""]"
[,49.146845,-123.123345,"""",134,"""]"
[,49.142041,-123.122043,"""",101,"""]"
[,49.142041,-123.122043,"""",135,"""]"
[,49.142041,-123.122043,"""",280,"""]"
[,49.142029,-123.116892,"""",101,"""]"
[,49.142029,-123.116892,"""",108,"""]"
[,49.142029,-123.116892,"""",218,"""]"
[,49.137933,-123.11524,"""",368,"""]"
[,49.137933,-123.11524,"""",146,"""]"
[,49.138835,-123.11078,"""",182,"""]"
[,49.138835,-123.11078,"""",125,"""]"
[,49.138835,-123.11078,"""",73,"""]"
[,49.138835,-123.11078,"""",111,"""]"
[,49.138835,-123.11078,"""",115,"""]"
[,49.138835,-123.11078,"""",217,"""]"
[,49.135187,-123.112488,"""",99,"""]"
[,49.135187,-123.112488,"""",409,"""]"
[,49.135187,-123.112488,"""",115,"""]"
[,49.134474,-123.107162,"""",77,"""]"
[,49.134474,-123.107162,"""",126,"""]"
[,49.134474,-123.107162,"""",150,"""]"
[,49.138287,-123.105436,"""",145,"""]"
[,49.138287,-123.105436,"""",169,"""]"
[,49.138287,-123.105436,"""",149,"""]"
[,49.138287,-123.105436,"""",0,"""]"
[,49.138287,-123.105436,"""",111,"""]"
[,49.138287,-123.105436,"""",146,"""]"
[,49.137203,-123.099875,"""",547,"""]"
[,49.137203,-123.099875,"""",157,"""]"
[,49.137203,-123.099875,"""",101,"""]"
[,49.137203,-123.099875,"""",111,"""]"
[,49.135056,-123.099504,"""",83,"""]"
[,49.135056,-123.099504,"""",206,"""]"
[,49.135056,-123.099504,"""",80,"""]"
[,49.137517,-123.095497,"""",62,"""]"
[,49.137517,-123.095497,"""",140,"""]"
[,49.137517,-123.095497,"""",133,"""]"
[,49.134103,-123.094484,"""",123,"""]"
[,49.134103,-123.094484,"""",590,"""]"
[,49.138287,-123.093633,"""",332,"""]"
[,49.138287,-123.093633,"""",53,"""]"
[,49.149769,-123.098284,"""",50,"""]"
[,49.149769,-123.098284,"""",164,"""]"
[,49.149769,-123.098284,"""",0,"""]"
[,49.149769,-123.098284,"""",409,"""]"
[,49.141079,-123.09372,"""",587,"""]"
[,49.14245,-123.095472,"""",257,"""]"
[,49.14245,-123.095472,"""",87,"""]"
[,49.14266,-123.100282,"""",207,"""]"
[,49.14266,-123.100282,"""",167,"""]"
[,49.14266,-123.100282,"""",144,"""]"
[,49.145429,-123.096536,"""",46,"""]"
[,49.145429,-123.096536,"""",1285,"""]"
[,49.1422,-123.105932,"""",91,"""]"
[,49.1422,-123.105932,"""",140,"""]"
[,49.1422,-123.105932,"""",283,"""]"
[,49.1422,-123.105932,"""",141,"""]"
[,49.14509,-123.108214,"""",625,"""]"
[,49.145609,-123.105341,"""",257,"""]"
[,49.146685,-123.103605,"""",163,"""]"
[,49.146685,-123.103605,"""",166,"""]"
[,49.146685,-123.103605,"""",360,"""]"
[,49.146685,-123.103605,"""",0,"""]"
[,49.143608,-123.112669,"""",78,"""]"
[,49.143608,-123.112669,"""",90,"""]"
[,49.143608,-123.112669,"""",100,"""]"
[,49.143608,-123.112669,"""",114,"""]"
[,49.143608,-123.112669,"""",173,"""]"
[,49.153374,-123.114176,"""",288,"""]"
[,49.153374,-123.114176,"""",256,"""]"
[,49.153374,-123.114176,"""",185,"""]"
[,49.153196,-123.118131,"""",470,"""]"
[,49.162167,-123.095554,"""",205,"""]"
[,49.162167,-123.095554,"""",302,"""]"
[,49.162167,-123.095554,"""",0,"""]"
[,49.162167,-123.095554,"""",120,"""]"
[,49.162167,-123.095554,"""",0,"""]"
[,49.162167,-123.095554,"""",0,"""]"
[,49.194683,-123.11287,"""",0,"""]"
[,49.194683,-123.11287,"""",350,"""]"
[,49.194683,-123.11287,"""",794,"""]"
[,49.197417,-123.111087,"""",360,"""]"
[,49.197417,-123.111087,"""",222,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",5,"""]"
[,49.194033,-123.104844,"""",5,"""]"
[,49.194033,-123.104844,"""",722,"""]"
[,49.194033,-123.104844,"""",140,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.194033,-123.104844,"""",0,"""]"
[,49.211436,-123.096045,"""",0,"""]"
[,49.211436,-123.096045,"""",5,"""]"
[,49.211436,-123.096045,"""",0,"""]"
[,49.211436,-123.096045,"""",0,"""]"
[,49.211436,-123.096045,"""",193,"""]"
[,49.211436,-123.096045,"""",111,"""]"
[,49.211436,-123.096045,"""",121,"""]"
[,49.211436,-123.096045,"""",0,"""]"
[,49.211436,-123.096045,"""",0,"""]"
[,49.212345,-123.094569,"""",183,"""]"
[,49.212345,-123.094569,"""",138,"""]"
[,49.212345,-123.094569,"""",141,"""]"
[,49.212345,-123.094569,"""",83,"""]"
[,49.21388,-123.092603,"""",208,"""]"
[,49.21388,-123.092603,"""",315,"""]"
[,49.21388,-123.092603,"""",56,"""]"
[,49.215715,-123.092615,"""",231,"""]"
[,49.215715,-123.092615,"""",203,"""]"
[,49.215624,-123.089463,"""",231,"""]"
[,49.215624,-123.089463,"""",239,"""]"
[,49.214312,-123.08715,"""",231,"""]"
[,49.214312,-123.08715,"""",180,"""]"
[,49.214312,-123.08715,"""",180,"""]"
[,49.213077,-123.087819,"""",227,"""]"
[,49.213077,-123.087819,"""",204,"""]"
[,49.213077,-123.087819,"""",250,"""]"
[,49.212035,-123.08449,"""",285,"""]"
[,49.213673,-123.082589,"""",231,"""]"
[,49.213673,-123.082589,"""",203,"""]"
[,49.213673,-123.082589,"""",250,"""]"
[,49.211814,-123.08862,"""",0,"""]"
[,49.211814,-123.08862,"""",0,"""]"
[,49.211814,-123.08862,"""",0,"""]"
[,49.211814,-123.08862,"""",0,"""]"
[,49.211814,-123.08862,"""",173,"""]"
[,49.211814,-123.08862,"""",208,"""]"
[,49.211814,-123.08862,"""",137,"""]"
[,49.211814,-123.08862,"""",5,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.211915,-123.080042,"""",453,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.211915,-123.080042,"""",5,"""]"
[,49.211915,-123.080042,"""",93,"""]"
[,49.211915,-123.080042,"""",212,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.211915,-123.080042,"""",0,"""]"
[,49.210141,-123.069502,"""",164,"""]"
[,49.210141,-123.069502,"""",265,"""]"
[,49.210141,-123.069502,"""",175,"""]"
[,49.213517,-123.062314,"""",315,"""]"
[,49.213517,-123.062314,"""",236,"""]"
[,49.209253,-123.058989,"""",378,"""]"
[,49.209253,-123.058989,"""",277,"""]"
[,49.208236,-123.061123,"""",111,"""]"
[,49.208236,-123.061123,"""",39,"""]"
[,49.208236,-123.061123,"""",449,"""]"
[,49.208095,-123.064519,"""",84,"""]"
[,49.208095,-123.064519,"""",29,"""]"
[,49.208095,-123.064519,"""",137,"""]"
[,49.208095,-123.064519,"""",208,"""]"
[,49.208095,-123.064519,"""",51,"""]"
[,49.206161,-123.063394,"""",0,"""]"
[,49.206161,-123.063394,"""",684,"""]"
[,49.206411,-123.059064,"""",179,"""]"
[,49.206411,-123.059064,"""",169,"""]"
[,49.206411,-123.059064,"""",51,"""]"
[,49.21458,-123.045435,"""",111,"""]"
[,49.21458,-123.045435,"""",125,"""]"
[,49.21458,-123.045435,"""",159,"""]"
[,49.218756,-123.047301,"""",135,"""]"
[,49.218756,-123.047301,"""",87,"""]"
[,49.218756,-123.047301,"""",106,"""]"
[,49.218756,-123.047301,"""",150,"""]"
[,49.219186,-123.043228,"""",728,"""]"
[,49.22164,-123.04667,"""",205,"""]"
[,49.22164,-123.04667,"""",192,"""]"
[,49.22164,-123.04667,"""",115,"""]"
[,49.22164,-123.04667,"""",77,"""]"
[,49.222254,-123.042684,"""",87,"""]"
[,49.222254,-123.042684,"""",65,"""]"
[,49.222254,-123.042684,"""",141,"""]"
[,49.222254,-123.042684,"""",70,"""]"
[,49.222254,-123.042684,"""",118,"""]"
[,49.222254,-123.042684,"""",111,"""]"
[,49.221774,-123.038986,"""",53,"""]"
[,49.221774,-123.038986,"""",70,"""]"
[,49.221774,-123.038986,"""",105,"""]"
[,49.221774,-123.038986,"""",110,"""]"
[,49.221774,-123.038986,"""",115,"""]"
[,49.221774,-123.038986,"""",90,"""]"
[,49.221774,-123.038986,"""",65,"""]"
[,49.221774,-123.038986,"""",62,"""]"
[,49.224997,-123.037968,"""",79,"""]"
[,49.224997,-123.037968,"""",68,"""]"
[,49.224997,-123.037968,"""",103,"""]"
[,49.224997,-123.037968,"""",89,"""]"
[,49.224997,-123.037968,"""",72,"""]"
[,49.224997,-123.037968,"""",107,"""]"
[,49.221763,-123.034955,"""",154,"""]"
[,49.221763,-123.034955,"""",189,"""]"
[,49.221763,-123.034955,"""",178,"""]"
[,49.221763,-123.034955,"""",149,"""]"
[,49.224442,-123.033704,"""",134,"""]"
[,49.224442,-123.033704,"""",127,"""]"
[,49.224442,-123.033704,"""",158,"""]"
[,49.224442,-123.033704,"""",145,"""]"
[,49.221682,-123.030955,"""",78,"""]"
[,49.221682,-123.030955,"""",389,"""]"
[,49.221682,-123.030955,"""",29,"""]"
[,49.221682,-123.030955,"""",73,"""]"
[,49.223661,-123.027281,"""",371,"""]"
[,49.223661,-123.027281,"""",539,"""]"
[,49.221923,-123.024768,"""",111,"""]"
[,49.221923,-123.024768,"""",44,"""]"
[,49.221923,-123.024768,"""",0,"""]"
[,49.221923,-123.024768,"""",120,"""]"
[,49.221923,-123.024768,"""",103,"""]"
[,49.219391,-123.025643,"""",20,"""]"
[,49.219391,-123.025643,"""",38,"""]"
[,49.219391,-123.025643,"""",15,"""]"
[,49.219391,-123.025643,"""",75,"""]"
[,49.219391,-123.025643,"""",50,"""]"
[,49.219391,-123.025643,"""",97,"""]"
[,49.218712,-123.021752,"""",62,"""]"
[,49.218712,-123.021752,"""",71,"""]"
[,49.218712,-123.021752,"""",0,"""]"
[,49.218712,-123.021752,"""",52,"""]"
[,49.218712,-123.021752,"""",45,"""]"
[,49.218712,-123.021752,"""",59,"""]"
