,Lat,Long,,Population,
[,55.772794,-120.254742,"""",213,"""]"
[,55.771603,-120.241,"""",58,"""]"
[,55.771603,-120.241,"""",20,"""]"
[,55.771603,-120.241,"""",297,"""]"
[,55.771603,-120.241,"""",112,"""]"
[,55.771603,-120.241,"""",115,"""]"
[,55.771603,-120.241,"""",0,"""]"
[,55.76879,-120.24576,"""",192,"""]"
[,55.76879,-120.24576,"""",49,"""]"
[,55.76879,-120.24576,"""",61,"""]"
[,55.76879,-120.24576,"""",64,"""]"
[,55.76879,-120.24576,"""",50,"""]"
[,55.76879,-120.24576,"""",45,"""]"
[,55.767574,-120.23791,"""",49,"""]"
[,55.767574,-120.23791,"""",49,"""]"
[,55.767574,-120.23791,"""",28,"""]"
[,55.767574,-120.23791,"""",38,"""]"
[,55.767574,-120.23791,"""",23,"""]"
[,55.767574,-120.23791,"""",33,"""]"
[,55.767574,-120.23791,"""",33,"""]"
[,55.767574,-120.23791,"""",93,"""]"
[,55.767574,-120.23791,"""",26,"""]"
[,55.767574,-120.23791,"""",49,"""]"
[,55.767574,-120.23791,"""",38,"""]"
[,55.762485,-120.232354,"""",41,"""]"
[,55.762485,-120.232354,"""",59,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",23,"""]"
[,55.762485,-120.232354,"""",130,"""]"
[,55.762485,-120.232354,"""",22,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",32,"""]"
[,55.762485,-120.232354,"""",31,"""]"
[,55.762485,-120.232354,"""",48,"""]"
[,55.762485,-120.232354,"""",22,"""]"
[,55.762485,-120.232354,"""",37,"""]"
[,55.762485,-120.232354,"""",41,"""]"
[,55.762485,-120.232354,"""",51,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",0,"""]"
[,55.762485,-120.232354,"""",40,"""]"
[,55.766144,-120.227088,"""",37,"""]"
[,55.766144,-120.227088,"""",32,"""]"
[,55.766144,-120.227088,"""",86,"""]"
[,55.766144,-120.227088,"""",54,"""]"
[,55.766144,-120.227088,"""",34,"""]"
[,55.766144,-120.227088,"""",28,"""]"
[,55.766144,-120.227088,"""",147,"""]"
[,55.766144,-120.227088,"""",42,"""]"
[,55.766144,-120.227088,"""",52,"""]"
[,55.769989,-120.227919,"""",48,"""]"
[,55.769989,-120.227919,"""",48,"""]"
[,55.769989,-120.227919,"""",38,"""]"
[,55.769989,-120.227919,"""",53,"""]"
[,55.769989,-120.227919,"""",15,"""]"
[,55.769989,-120.227919,"""",22,"""]"
[,55.769989,-120.227919,"""",52,"""]"
[,55.769989,-120.227919,"""",19,"""]"
[,55.769989,-120.227919,"""",52,"""]"
[,55.769989,-120.227919,"""",36,"""]"
[,55.769989,-120.227919,"""",64,"""]"
[,55.770488,-120.221556,"""",10,"""]"
[,55.770488,-120.221556,"""",52,"""]"
[,55.770488,-120.221556,"""",20,"""]"
[,55.770488,-120.221556,"""",15,"""]"
[,55.770488,-120.221556,"""",52,"""]"
[,55.770488,-120.221556,"""",43,"""]"
[,55.770488,-120.221556,"""",52,"""]"
[,55.770488,-120.221556,"""",76,"""]"
[,55.770488,-120.221556,"""",146,"""]"
[,55.770488,-120.221556,"""",98,"""]"
[,55.770488,-120.221556,"""",47,"""]"
[,55.770488,-120.221556,"""",68,"""]"
[,55.770488,-120.221556,"""",24,"""]"
[,55.770488,-120.221556,"""",44,"""]"
[,55.763982,-120.219378,"""",44,"""]"
[,55.763982,-120.219378,"""",26,"""]"
[,55.763982,-120.219378,"""",20,"""]"
[,55.763982,-120.219378,"""",0,"""]"
[,55.763982,-120.219378,"""",33,"""]"
[,55.763982,-120.219378,"""",60,"""]"
[,55.763982,-120.219378,"""",59,"""]"
[,55.763982,-120.219378,"""",44,"""]"
[,55.763982,-120.219378,"""",68,"""]"
[,55.763982,-120.219378,"""",53,"""]"
[,55.763982,-120.219378,"""",45,"""]"
[,55.763982,-120.219378,"""",47,"""]"
[,55.759944,-120.215717,"""",45,"""]"
[,55.759944,-120.215717,"""",62,"""]"
[,55.759944,-120.215717,"""",35,"""]"
[,55.759944,-120.215717,"""",49,"""]"
[,55.759944,-120.215717,"""",0,"""]"
[,55.759944,-120.215717,"""",110,"""]"
[,55.759944,-120.215717,"""",0,"""]"
[,55.759944,-120.215717,"""",0,"""]"
[,55.759944,-120.215717,"""",31,"""]"
[,55.759944,-120.215717,"""",34,"""]"
[,55.759944,-120.215717,"""",0,"""]"
[,55.759944,-120.215717,"""",0,"""]"
[,55.759944,-120.215717,"""",73,"""]"
[,55.755346,-120.225926,"""",0,"""]"
[,55.755346,-120.225926,"""",10,"""]"
[,55.755346,-120.225926,"""",0,"""]"
[,55.755346,-120.225926,"""",10,"""]"
[,55.755346,-120.225926,"""",5,"""]"
[,55.755346,-120.225926,"""",5,"""]"
[,55.755346,-120.225926,"""",27,"""]"
[,55.755346,-120.225926,"""",28,"""]"
[,55.755346,-120.225926,"""",0,"""]"
[,55.755346,-120.225926,"""",0,"""]"
[,55.755346,-120.225926,"""",27,"""]"
[,55.755346,-120.225926,"""",10,"""]"
[,55.755346,-120.225926,"""",20,"""]"
[,55.755346,-120.225926,"""",71,"""]"
[,55.755346,-120.225926,"""",17,"""]"
[,55.755346,-120.225926,"""",26,"""]"
[,55.755346,-120.225926,"""",17,"""]"
[,55.755346,-120.225926,"""",30,"""]"
[,55.755346,-120.225926,"""",38,"""]"
[,55.755346,-120.225926,"""",47,"""]"
[,55.755346,-120.225926,"""",55,"""]"
[,55.753816,-120.236772,"""",23,"""]"
[,55.753816,-120.236772,"""",23,"""]"
[,55.753816,-120.236772,"""",221,"""]"
[,55.753816,-120.236772,"""",23,"""]"
[,55.753816,-120.236772,"""",21,"""]"
[,55.753816,-120.236772,"""",0,"""]"
[,55.753816,-120.236772,"""",36,"""]"
[,55.753816,-120.236772,"""",29,"""]"
[,55.753816,-120.236772,"""",15,"""]"
[,55.753816,-120.236772,"""",43,"""]"
[,55.753816,-120.236772,"""",26,"""]"
[,55.75757,-120.238755,"""",19,"""]"
[,55.75757,-120.238755,"""",41,"""]"
[,55.75757,-120.238755,"""",41,"""]"
[,55.75757,-120.238755,"""",20,"""]"
[,55.75757,-120.238755,"""",21,"""]"
[,55.75757,-120.238755,"""",31,"""]"
[,55.75757,-120.238755,"""",72,"""]"
[,55.75757,-120.238755,"""",15,"""]"
[,55.75757,-120.238755,"""",56,"""]"
[,55.75757,-120.238755,"""",10,"""]"
[,55.75757,-120.238755,"""",0,"""]"
[,55.75757,-120.238755,"""",0,"""]"
[,55.75757,-120.238755,"""",0,"""]"
[,55.75757,-120.238755,"""",0,"""]"
[,55.75757,-120.238755,"""",27,"""]"
[,55.75757,-120.238755,"""",33,"""]"
[,55.75757,-120.238755,"""",10,"""]"
[,55.757434,-120.246876,"""",26,"""]"
[,55.757434,-120.246876,"""",32,"""]"
[,55.757434,-120.246876,"""",25,"""]"
[,55.757434,-120.246876,"""",0,"""]"
[,55.757434,-120.246876,"""",35,"""]"
[,55.757434,-120.246876,"""",126,"""]"
[,55.757434,-120.246876,"""",108,"""]"
[,55.757434,-120.246876,"""",21,"""]"
[,55.757434,-120.246876,"""",25,"""]"
[,55.757434,-120.246876,"""",19,"""]"
[,55.757434,-120.246876,"""",20,"""]"
[,55.757434,-120.246876,"""",50,"""]"
[,55.757434,-120.246876,"""",15,"""]"
[,55.757434,-120.246876,"""",21,"""]"
[,55.75957,-120.257214,"""",5,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",5,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",10,"""]"
[,55.75957,-120.257214,"""",30,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",56,"""]"
[,55.75957,-120.257214,"""",10,"""]"
[,55.75957,-120.257214,"""",10,"""]"
[,55.75957,-120.257214,"""",75,"""]"
[,55.75957,-120.257214,"""",19,"""]"
[,55.75957,-120.257214,"""",319,"""]"
[,55.75957,-120.257214,"""",0,"""]"
[,55.75957,-120.257214,"""",38,"""]"
[,55.75136,-120.249188,"""",157,"""]"
[,55.75136,-120.249188,"""",244,"""]"
[,55.75136,-120.249188,"""",117,"""]"
[,55.75136,-120.249188,"""",105,"""]"
[,55.75136,-120.249188,"""",0,"""]"
[,55.75136,-120.249188,"""",0,"""]"
[,55.752717,-120.256139,"""",133,"""]"
[,55.752717,-120.256139,"""",35,"""]"
[,55.752717,-120.256139,"""",24,"""]"
[,55.752717,-120.256139,"""",185,"""]"
[,55.752717,-120.256139,"""",40,"""]"
[,55.752717,-120.256139,"""",50,"""]"
[,55.752717,-120.256139,"""",48,"""]"
[,55.752717,-120.256139,"""",40,"""]"
[,55.749221,-120.243529,"""",116,"""]"
[,55.749221,-120.243529,"""",0,"""]"
[,55.749221,-120.243529,"""",90,"""]"
[,55.749221,-120.243529,"""",44,"""]"
[,55.749221,-120.243529,"""",78,"""]"
[,55.749221,-120.243529,"""",0,"""]"
[,55.749221,-120.243529,"""",25,"""]"
[,55.749221,-120.243529,"""",112,"""]"
[,55.749221,-120.243529,"""",22,"""]"
[,55.746739,-120.245211,"""",106,"""]"
[,55.746739,-120.245211,"""",36,"""]"
[,55.746739,-120.245211,"""",50,"""]"
[,55.746739,-120.245211,"""",71,"""]"
[,55.746739,-120.245211,"""",60,"""]"
[,55.746739,-120.245211,"""",47,"""]"
[,55.746739,-120.245211,"""",27,"""]"
[,55.746739,-120.245211,"""",34,"""]"
[,55.746739,-120.245211,"""",0,"""]"
[,55.746739,-120.245211,"""",41,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",5,"""]"
[,55.747015,-120.230978,"""",5,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",5,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",5,"""]"
[,55.747015,-120.230978,"""",54,"""]"
[,55.747015,-120.230978,"""",55,"""]"
[,55.747015,-120.230978,"""",64,"""]"
[,55.747015,-120.230978,"""",36,"""]"
[,55.747015,-120.230978,"""",27,"""]"
[,55.747015,-120.230978,"""",36,"""]"
[,55.747015,-120.230978,"""",34,"""]"
[,55.747015,-120.230978,"""",16,"""]"
[,55.747015,-120.230978,"""",62,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",59,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",0,"""]"
[,55.747015,-120.230978,"""",10,"""]"
[,55.742343,-120.232555,"""",39,"""]"
[,55.742343,-120.232555,"""",56,"""]"
[,55.742343,-120.232555,"""",53,"""]"
[,55.742343,-120.232555,"""",63,"""]"
[,55.742343,-120.232555,"""",74,"""]"
[,55.742343,-120.232555,"""",0,"""]"
[,55.742343,-120.232555,"""",0,"""]"
[,55.742343,-120.232555,"""",186,"""]"
[,55.741548,-120.229888,"""",46,"""]"
[,55.741548,-120.229888,"""",33,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",140,"""]"
[,55.741548,-120.229888,"""",51,"""]"
[,55.741548,-120.229888,"""",42,"""]"
[,55.741548,-120.229888,"""",18,"""]"
[,55.741548,-120.229888,"""",5,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",5,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",29,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",5,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",25,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",0,"""]"
[,55.741548,-120.229888,"""",94,"""]"
[,55.741548,-120.229888,"""",36,"""]"
[,55.69551,-120.240198,"""",10,"""]"
[,55.69551,-120.240198,"""",55,"""]"
[,55.69551,-120.240198,"""",49,"""]"
[,55.69551,-120.240198,"""",10,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",0,"""]"
[,55.69551,-120.240198,"""",0,"""]"
[,55.69551,-120.240198,"""",5,"""]"
[,55.69551,-120.240198,"""",62,"""]"
[,55.69551,-120.240198,"""",363,"""]"
[,55.69551,-120.240198,"""",0,"""]"
[,55.69551,-120.240198,"""",0,"""]"
[,55.69551,-120.240198,"""",10,"""]"
[,55.714507,-120.13496,"""",37,"""]"
[,55.714507,-120.13496,"""",30,"""]"
[,55.714507,-120.13496,"""",15,"""]"
[,55.714507,-120.13496,"""",28,"""]"
[,55.714507,-120.13496,"""",29,"""]"
[,55.714507,-120.13496,"""",31,"""]"
[,55.714507,-120.13496,"""",17,"""]"
[,55.714507,-120.13496,"""",40,"""]"
[,55.714507,-120.13496,"""",0,"""]"
[,55.714507,-120.13496,"""",23,"""]"
[,55.714507,-120.13496,"""",15,"""]"
[,55.714507,-120.13496,"""",23,"""]"
[,55.714507,-120.13496,"""",39,"""]"
[,55.714507,-120.13496,"""",0,"""]"
[,55.714507,-120.13496,"""",0,"""]"
[,55.714507,-120.13496,"""",5,"""]"
[,55.714507,-120.13496,"""",0,"""]"
[,55.714507,-120.13496,"""",27,"""]"
[,55.714507,-120.13496,"""",36,"""]"
[,55.714507,-120.13496,"""",5,"""]"
[,55.714507,-120.13496,"""",5,"""]"
[,55.719373,-120.135379,"""",51,"""]"
[,55.719373,-120.135379,"""",16,"""]"
[,55.719373,-120.135379,"""",15,"""]"
[,55.719373,-120.135379,"""",5,"""]"
[,55.719373,-120.135379,"""",27,"""]"
[,55.719373,-120.135379,"""",87,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",37,"""]"
[,55.719373,-120.135379,"""",40,"""]"
[,55.719373,-120.135379,"""",20,"""]"
[,55.719373,-120.135379,"""",10,"""]"
[,55.719373,-120.135379,"""",15,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",5,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",0,"""]"
[,55.719373,-120.135379,"""",5,"""]"
[,55.6762,-120.07683,"""",23,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",5,"""]"
[,55.6762,-120.07683,"""",67,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",10,"""]"
[,55.6762,-120.07683,"""",33,"""]"
[,55.6762,-120.07683,"""",57,"""]"
[,55.6762,-120.07683,"""",22,"""]"
[,55.6762,-120.07683,"""",17,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",31,"""]"
[,55.6762,-120.07683,"""",15,"""]"
[,55.6762,-120.07683,"""",10,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",5,"""]"
[,55.6762,-120.07683,"""",26,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",137,"""]"
[,55.6762,-120.07683,"""",5,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.6762,-120.07683,"""",10,"""]"
[,55.6762,-120.07683,"""",0,"""]"
[,55.771944,-120.11468,"""",15,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",5,"""]"
[,55.771944,-120.11468,"""",10,"""]"
[,55.771944,-120.11468,"""",10,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",5,"""]"
[,55.771944,-120.11468,"""",19,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",5,"""]"
[,55.771944,-120.11468,"""",5,"""]"
[,55.771944,-120.11468,"""",5,"""]"
[,55.771944,-120.11468,"""",10,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",17,"""]"
[,55.771944,-120.11468,"""",15,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.771944,-120.11468,"""",47,"""]"
[,55.771944,-120.11468,"""",28,"""]"
[,55.771944,-120.11468,"""",65,"""]"
[,55.771944,-120.11468,"""",164,"""]"
[,55.771944,-120.11468,"""",60,"""]"
[,55.771944,-120.11468,"""",0,"""]"
[,55.835675,-120.319467,"""",10,"""]"
[,55.835675,-120.319467,"""",10,"""]"
[,55.835675,-120.319467,"""",18,"""]"
[,55.835675,-120.319467,"""",15,"""]"
[,55.835675,-120.319467,"""",15,"""]"
[,55.835675,-120.319467,"""",25,"""]"
[,55.835675,-120.319467,"""",5,"""]"
[,55.835675,-120.319467,"""",43,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",16,"""]"
[,55.835675,-120.319467,"""",10,"""]"
[,55.835675,-120.319467,"""",5,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",120,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",5,"""]"
[,55.835675,-120.319467,"""",27,"""]"
[,55.835675,-120.319467,"""",5,"""]"
[,55.835675,-120.319467,"""",21,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",40,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.835675,-120.319467,"""",18,"""]"
[,55.835675,-120.319467,"""",19,"""]"
[,55.835675,-120.319467,"""",24,"""]"
[,55.835675,-120.319467,"""",10,"""]"
[,55.835675,-120.319467,"""",0,"""]"
[,55.920284,-120.138078,"""",18,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",28,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",24,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",15,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",19,"""]"
[,55.920284,-120.138078,"""",16,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",5,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",23,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",10,"""]"
[,55.920284,-120.138078,"""",0,"""]"
[,55.920284,-120.138078,"""",30,"""]"
[,55.988662,-120.353634,"""",57,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",10,"""]"
[,55.988662,-120.353634,"""",16,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",10,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",46,"""]"
[,55.988662,-120.353634,"""",10,"""]"
[,55.988662,-120.353634,"""",21,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",212,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",10,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",75,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",0,"""]"
[,55.988662,-120.353634,"""",5,"""]"
[,55.988662,-120.353634,"""",51,"""]"
[,55.946811,-120.586461,"""",41,"""]"
[,55.946811,-120.586461,"""",26,"""]"
[,55.946811,-120.586461,"""",5,"""]"
[,55.946811,-120.586461,"""",19,"""]"
[,55.946811,-120.586461,"""",29,"""]"
[,55.946811,-120.586461,"""",5,"""]"
[,55.946811,-120.586461,"""",5,"""]"
[,55.946811,-120.586461,"""",15,"""]"
[,55.946811,-120.586461,"""",30,"""]"
[,55.946811,-120.586461,"""",16,"""]"
[,55.946811,-120.586461,"""",0,"""]"
[,55.946811,-120.586461,"""",17,"""]"
[,55.946811,-120.586461,"""",10,"""]"
[,55.946811,-120.586461,"""",18,"""]"
[,55.946811,-120.586461,"""",15,"""]"
[,55.946811,-120.586461,"""",10,"""]"
[,55.946811,-120.586461,"""",27,"""]"
[,55.946811,-120.586461,"""",16,"""]"
[,55.946811,-120.586461,"""",25,"""]"
[,55.946811,-120.586461,"""",0,"""]"
[,55.946811,-120.586461,"""",18,"""]"
[,55.946811,-120.586461,"""",10,"""]"
[,55.946811,-120.586461,"""",5,"""]"
[,55.946811,-120.586461,"""",10,"""]"
[,55.946811,-120.586461,"""",5,"""]"
[,55.946811,-120.586461,"""",0,"""]"
[,55.946811,-120.586461,"""",0,"""]"
[,55.946811,-120.586461,"""",33,"""]"
[,55.946811,-120.586461,"""",27,"""]"
[,56.160021,-120.683335,"""",17,"""]"
[,56.160021,-120.683335,"""",67,"""]"
[,56.160021,-120.683335,"""",39,"""]"
[,56.160021,-120.683335,"""",5,"""]"
[,56.160021,-120.683335,"""",87,"""]"
[,56.160021,-120.683335,"""",72,"""]"
[,56.160021,-120.683335,"""",44,"""]"
[,56.160021,-120.683335,"""",63,"""]"
[,56.160021,-120.683335,"""",48,"""]"
[,56.160021,-120.683335,"""",29,"""]"
[,56.160021,-120.683335,"""",61,"""]"
[,56.160021,-120.683335,"""",65,"""]"
[,56.160021,-120.683335,"""",58,"""]"
[,56.160021,-120.683335,"""",36,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",15,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",5,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",98,"""]"
[,56.160021,-120.683335,"""",40,"""]"
[,56.160021,-120.683335,"""",10,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",5,"""]"
[,56.160021,-120.683335,"""",5,"""]"
[,56.160021,-120.683335,"""",10,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.160021,-120.683335,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",15,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",26,"""]"
[,56.147459,-120.682858,"""",10,"""]"
[,56.147459,-120.682858,"""",57,"""]"
[,56.147459,-120.682858,"""",10,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",28,"""]"
[,56.147459,-120.682858,"""",54,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",10,"""]"
[,56.147459,-120.682858,"""",0,"""]"
[,56.147459,-120.682858,"""",15,"""]"
